#string_protein_id	preferred_name	protein_size	annotation
93061.SAOUHSC_01759	ABD30828.1	280	Rod shape-determining protein MreC; Involved in formation and maintenance of cell shape.
93061.SAOUHSC_01760	ABD30829.1	39	Conserved hypothetical protein.
93061.SAOUHSC_01761	ABD30830.1	157	Conserved hypothetical protein.
93061.SAOUHSC_01762	ABD30831.1	94	Conserved hypothetical protein.
93061.SAOUHSC_01763	ABD30832.1	218	Conserved hypothetical protein; Belongs to the UPF0758 family.
93061.SAOUHSC_01764	ABD30833.1	235	Conserved hypothetical protein.
93061.SAOUHSC_01765	ABD30834.1	36	Hypothetical protein.
93061.SAOUHSC_01766	ABD30835.1	423	Folylpolyglutamate synthase/dihydrofolate synthase, putative; Belongs to the folylpolyglutamate synthase family.
93061.SAOUHSC_01767	valS	876	valyl-tRNA synthetase; Catalyzes the attachment of valine to tRNA(Val). As ValRS can inadvertently accommodate and process structurally similar amino acids such as threonine, to avoid such errors, it has a 'posttransfer' editing activity that hydrolyzes mischarged Thr-tRNA(Val) in a tRNA- dependent manner; Belongs to the class-I aminoacyl-tRNA synthetase family. ValS type 1 subfamily.
93061.SAOUHSC_01768	ABD30837.1	186	Conserved hypothetical protein.
93061.SAOUHSC_01769	ABD30838.1	357	Conserved hypothetical protein.
93061.SAOUHSC_01770	ABD30839.1	33	Conserved hypothetical protein.
93061.SAOUHSC_01771	hemL1	428	Glutamate-1-semialdehyde-2,1-aminomutase.
93061.SAOUHSC_01772	hemB	324	Porphobilinogen synthase; Catalyzes an early step in the biosynthesis of tetrapyrroles. Binds two molecules of 5-aminolevulinate per subunit, each at a distinct site, and catalyzes their condensation to form porphobilinogen (By similarity).
93061.SAOUHSC_01773	ABD30842.1	222	uroporphyrinogen-III synthase, putative; Catalyzes cyclization of the linear tetrapyrrole, hydroxymethylbilane, to the macrocyclic uroporphyrinogen III.
93061.SAOUHSC_01774	hemC	308	Porphobilinogen deaminase; Tetrapolymerization of the monopyrrole PBG into the hydroxymethylbilane pre-uroporphyrinogen in several discrete steps. Belongs to the HMBS family.
93061.SAOUHSC_01775	ABD30844.1	271	Conserved hypothetical protein.
93061.SAOUHSC_01776	hemA	448	glutamyl-tRNA reductase; Catalyzes the NADPH-dependent reduction of glutamyl-tRNA(Glu) to glutamate 1-semialdehyde (GSA).
93061.SAOUHSC_01777	engB	196	GTP-binding protein; Necessary for normal cell division and for the maintenance of normal septation; Belongs to the TRAFAC class TrmE-Era-EngA-EngB-Septin-like GTPase superfamily. EngB GTPase family.
93061.SAOUHSC_01778	clpX	420	ATP-dependent Clp protease, ATP-binding subunit ClpX; ATP-dependent specificity component of the Clp protease. It directs the protease to specific substrates. Can perform chaperone functions in the absence of ClpP.
93061.SAOUHSC_01779	tig	433	Trigger factor; Involved in protein export. Acts as a chaperone by maintaining the newly synthesized protein in an open conformation. Functions as a peptidyl-prolyl cis-trans isomerase; Belongs to the FKBP-type PPIase family. Tig subfamily.
93061.SAOUHSC_01780	ABD30849.1	36	Hypothetical protein.
93061.SAOUHSC_01781	ABD30850.1	309	Conserved hypothetical protein.
93061.SAOUHSC_01782	ABD30851.1	202	Conserved hypothetical protein.
93061.SAOUHSC_01783	ABD30852.1	33	Hypothetical protein.
93061.SAOUHSC_01784	rplT	118	Ribosomal protein L20; Binds directly to 23S ribosomal RNA and is necessary for the in vitro assembly process of the 50S ribosomal subunit. It is not involved in the protein synthesizing functions of that subunit.
93061.SAOUHSC_01785	rpmI	66	Ribosomal protein L35; Belongs to the bacterial ribosomal protein bL35 family.
93061.SAOUHSC_01786	infC	175	Translation initiation factor IF-3; IF-3 binds to the 30S ribosomal subunit and shifts the equilibrum between 70S ribosomes and their 50S and 30S subunits in favor of the free subunits, thus enhancing the availability of 30S subunits on which protein synthesis initiation begins.
93061.SAOUHSC_01787	ABD30856.1	497	Conserved hypothetical protein.
93061.SAOUHSC_01788	thrS	645	threonyl-tRNA synthetase; Catalyzes the attachment of threonine to tRNA(Thr) in a two- step reaction: L-threonine is first activated by ATP to form Thr-AMP and then transferred to the acceptor end of tRNA(Thr). Also edits incorrectly charged L-seryl-tRNA(Thr).
93061.SAOUHSC_01789	ABD30858.1	40	Conserved hypothetical protein.
93061.SAOUHSC_01791	ABD30859.1	306	Conserved hypothetical protein.
93061.SAOUHSC_01792	ABD30860.1	466	Conserved hypothetical protein.
93061.SAOUHSC_01793	nrdR	156	Conserved hypothetical protein; Negatively regulates transcription of bacterial ribonucleotide reductase nrd genes and operons by binding to NrdR- boxes; Belongs to the NrdR family.
93061.SAOUHSC_01794	ABD30862.1	341	Glyceraldehyde-3-phosphate dehydrogenase, type I; Belongs to the glyceraldehyde-3-phosphate dehydrogenase family.
93061.SAOUHSC_01795	coaE	207	dephospho-CoA kinase; Catalyzes the phosphorylation of the 3'-hydroxyl group of dephosphocoenzyme A to form coenzyme A; Belongs to the CoaE family.
93061.SAOUHSC_01796	ABD30864.1	290	formamidopyrimidine-DNA glycosylase; Involved in base excision repair of DNA damaged by oxidation or by mutagenic agents. Acts as DNA glycosylase that recognizes and removes damaged bases. Has a preference for oxidized purines, such as 7,8-dihydro-8-oxoguanine (8-oxoG). Has AP (apurinic/apyrimidinic) lyase activity and introduces nicks in the DNA strand. Cleaves the DNA backbone by beta-delta elimination to generate a single-strand break at the site of the removed base with both 3'- and 5'-phosphates.
93061.SAOUHSC_01797	polA	876	DNA polymerase I; In addition to polymerase activity, this DNA polymerase exhibits 5'-3' exonuclease activity.
93061.SAOUHSC_01798	ABD30866.1	495	Conserved hypothetical protein.
93061.SAOUHSC_01799	ABD30867.1	553	Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase domain protein.
93061.SAOUHSC_01800	ABD30868.1	234	Two-component response regulator, putative.
93061.SAOUHSC_01801	ABD30869.1	422	Isocitrate dehydrogenase, NADP-dependent.
93061.SAOUHSC_01802	ABD30870.1	285	Conserved hypothetical protein; Belongs to the citrate synthase family.
93061.SAOUHSC_01803	ABD30871.1	453	Conserved hypothetical protein.
93061.SAOUHSC_01804	ABD30872.1	268	Transposase, putative.
93061.SAOUHSC_01805	ABD30873.1	275	Truncated transposase, putative.
93061.SAOUHSC_01806	pyk	585	Pyruvate kinase; Belongs to the pyruvate kinase family.
93061.SAOUHSC_01807	pfkA	307	6-phosphofructokinase, putative; Catalyzes the phosphorylation of D-fructose 6-phosphate to fructose 1,6-bisphosphate by ATP, the first committing step of glycolysis.
93061.SAOUHSC_01808	accA	314	acetyl-CoA carboxylase, carboxyl transferase, alpha subunit; Component of the acetyl coenzyme A carboxylase (ACC) complex. First, biotin carboxylase catalyzes the carboxylation of biotin on its carrier protein (BCCP) and then the CO(2) group is transferred by the carboxyltransferase to acetyl-CoA to form malonyl-CoA.
93061.SAOUHSC_01809	accD	285	acetyl-CoA carboxylase, carboxyl transferase, beta subunit; Component of the acetyl coenzyme A carboxylase (ACC) complex. Biotin carboxylase (BC) catalyzes the carboxylation of biotin on its carrier protein (BCCP) and then the CO(2) group is transferred by the transcarboxylase to acetyl-CoA to form malonyl-CoA; Belongs to the AccD/PCCB family.
93061.SAOUHSC_01810	ABD30878.1	409	NADP-dependent malic enzyme, putative.
93061.SAOUHSC_01811	dnaE	1065	DNA polymerase III, alpha subunit superfamily; DNA polymerase III is a complex, multichain enzyme responsible for most of the replicative synthesis in bacteria. This DNA polymerase also exhibits 3' to 5' exonuclease activity. The alpha chain is the DNA polymerase (By similarity); Belongs to the DNA polymerase type-C family. DnaE subfamily.
93061.SAOUHSC_01812	ABD30880.1	313	Conserved hypothetical protein.
93061.SAOUHSC_01813	ABD30881.1	432	Conserved hypothetical protein.
93061.SAOUHSC_01814	ABD30882.1	137	Conserved hypothetical protein.
93061.SAOUHSC_01815	ABD30883.1	229	Conserved hypothetical protein; Belongs to the UPF0173 family.
93061.SAOUHSC_01816	ABD30884.1	351	Conserved hypothetical protein.
93061.SAOUHSC_01817	ABD30885.1	32	Conserved hypothetical protein.
93061.SAOUHSC_01818	ald2	372	Alanine dehydrogenase; May play a role in cell wall synthesis as L-alanine is an important constituent of the peptidoglycan layer.
93061.SAOUHSC_01819	ABD30887.1	166	Conserved hypothetical protein.
93061.SAOUHSC_01820	ackA	400	Acetate kinase; Catalyzes the formation of acetyl phosphate from acetate and ATP. Can also catalyze the reverse reaction; Belongs to the acetokinase family.
93061.SAOUHSC_01821	ABD30889.1	315	Conserved hypothetical protein.
93061.SAOUHSC_01822	tpx	164	Conserved hypothetical protein; Thiol-specific peroxidase that catalyzes the reduction of hydrogen peroxide and organic hydroperoxides to water and alcohols, respectively. Plays a role in cell protection against oxidative stress by detoxifying peroxides.
93061.SAOUHSC_01823	ABD30891.1	256	Conserved hypothetical protein.
93061.SAOUHSC_01824	thiI	407	Thiamine biosynthesis protein ThiI; Catalyzes the ATP-dependent transfer of a sulfur to tRNA to produce 4-thiouridine in position 8 of tRNAs, which functions as a near-UV photosensor. Also catalyzes the transfer of sulfur to the sulfur carrier protein ThiS, forming ThiS-thiocarboxylate. This is a step in the synthesis of thiazole, in the thiamine biosynthesis pathway. The sulfur is donated as persulfide by IscS.
93061.SAOUHSC_01825	ABD30893.1	382	Conserved hypothetical protein.
93061.SAOUHSC_01826	ABD30894.1	46	Conserved hypothetical protein.
93061.SAOUHSC_01827	ezrA	564	Conserved hypothetical protein; Negative regulator of FtsZ ring formation; modulates the frequency and position of FtsZ ring formation. Inhibits FtsZ ring formation at polar sites. Interacts either with FtsZ or with one of its binding partners to promote depolymerization; Belongs to the EzrA family.
93061.SAOUHSC_01828	ABD30896.1	154	GAF domain protein.
93061.SAOUHSC_01829	rpsD	200	Ribosomal protein S4; One of the primary rRNA binding proteins, it binds directly to 16S rRNA where it nucleates assembly of the body of the 30S subunit.
93061.SAOUHSC_01830	ABD30898.1	247	Conserved hypothetical protein.
93061.SAOUHSC_01831	ABD30899.1	148	Conserved hypothetical protein.
93061.SAOUHSC_01832	ABD30900.1	386	Conserved hypothetical protein.
93061.SAOUHSC_01833	ABD30901.1	534	D-3-phosphoglycerate dehydrogenase; Belongs to the D-isomer specific 2-hydroxyacid dehydrogenase family.
93061.SAOUHSC_01834	ABD30902.1	31	Hypothetical protein.
93061.SAOUHSC_01835	ABD30903.1	376	Conserved hypothetical protein.
93061.SAOUHSC_01836	ABD30904.1	488	Conserved hypothetical protein.
93061.SAOUHSC_01837	ABD30905.1	205	1-acyl-sn-glycerol-3-phosphate acyltransferases domain protein.
93061.SAOUHSC_01838	ABD30906.1	424	Conserved hypothetical protein.
93061.SAOUHSC_01839	tyrS	420	tyrosyl-tRNA synthetase; Catalyzes the attachment of tyrosine to tRNA(Tyr) in a two- step reaction: tyrosine is first activated by ATP to form Tyr-AMP and then transferred to the acceptor end of tRNA(Tyr); Belongs to the class-I aminoacyl-tRNA synthetase family. TyrS type 1 subfamily.
93061.SAOUHSC_01840	ABD30908.1	301	Transglycosylase domain protein.
93061.SAOUHSC_01841	ABD30909.1	30	Hypothetical protein.
93061.SAOUHSC_01843	isdH	895	Conserved hypothetical protein; Binds human plasma haptoglobin-hemoglobin complexes, haptoglobin and hemoglobin. Binds haptoglobin-hemoglobin complexes with significantly higher affinity than haptoglobin alone. Belongs to the IsdH family.
93061.SAOUHSC_01844	ABD30911.1	29	Conserved hypothetical protein.
93061.SAOUHSC_01845	fhs	555	Formate-tetrahydrofolate ligase, putative; Belongs to the formate--tetrahydrofolate ligase family.
93061.SAOUHSC_01846	ABD30913.1	568	acetyl-CoA synthetase, putative.
93061.SAOUHSC_01847	ABD30914.1	210	Conserved hypothetical protein.
93061.SAOUHSC_01849	ABD30915.1	389	Conserved hypothetical protein.
93061.SAOUHSC_01850	ABD30916.1	329	Catabolite control protein A.
93061.SAOUHSC_01851	ABD30917.1	37	Hypothetical protein.
93061.SAOUHSC_01852	ABD30918.1	363	Conserved hypothetical protein.
93061.SAOUHSC_01853	ABD30919.1	34	Hypothetical protein.
93061.SAOUHSC_01854	ABD30920.1	505	Conserved hypothetical protein.
93061.SAOUHSC_01855	ABD30921.1	163	Conserved hypothetical protein.
93061.SAOUHSC_01856	murC	437	UDP-N-acetylmuramate--alanine ligase; Cell wall formation; Belongs to the MurCDEF family.
93061.SAOUHSC_01857	ABD30923.1	1274	Conserved hypothetical protein; Belongs to the FtsK/SpoIIIE/SftA family.
93061.SAOUHSC_01858	ABD30924.1	198	Conserved hypothetical protein; Belongs to the phenylalanyl-tRNA synthetase beta subunit family. Type 1 subfamily.
93061.SAOUHSC_01859	ABD30925.1	285	Conserved hypothetical protein; Belongs to the UPF0354 family.
93061.SAOUHSC_01860	ABD30926.1	103	Conserved hypothetical protein.
93061.SAOUHSC_01861	ABD30927.1	358	Conserved hypothetical protein.
93061.SAOUHSC_01863	ABD30928.1	103	Conserved hypothetical protein.
93061.SAOUHSC_01864	ABD30929.1	280	Conserved hypothetical protein.
93061.SAOUHSC_01865	trmB	214	Conserved hypothetical protein; Catalyzes the formation of N(7)-methylguanine at position 46 (m7G46) in tRNA.
93061.SAOUHSC_01866	ABD30931.1	241	Conserved hypothetical protein.
93061.SAOUHSC_01867	ABD30932.1	282	D-amino acid aminotransferase; Acts on the D-isomers of alanine, leucine, aspartate, glutamate, aminobutyrate, norvaline and asparagine. The enzyme transfers an amino group from a substrate D-amino acid to the pyridoxal phosphate cofactor to form pyridoxamine and an alpha-keto acid in the first half-reaction.
93061.SAOUHSC_01868	ABD30933.1	469	Conserved hypothetical protein.
93061.SAOUHSC_01869	ABD30934.1	140	Conserved hypothetical protein.
93061.SAOUHSC_01870	ABD30935.1	231	Ribosomal small subunit pseudouridine synthase A, putative; Belongs to the pseudouridine synthase RsuA family.
93061.SAOUHSC_01871	ABD30936.1	553	Polysaccharide biosynthesis protein, putative.
93061.SAOUHSC_01872	ABD30937.1	422	Conserved hypothetical protein.
93061.SAOUHSC_01873	ABD30938.1	2186	Conserved hypothetical protein.
93061.SAOUHSC_01874	ABD30939.1	103	Conserved hypothetical protein.
93061.SAOUHSC_01875	leuS	805	leucyl-tRNA synthetase; Belongs to the class-I aminoacyl-tRNA synthetase family.
93061.SAOUHSC_01876	ABD30941.1	393	Conserved hypothetical protein.
93061.SAOUHSC_01877	ABD30942.1	317	Conserved hypothetical protein.
93061.SAOUHSC_01878	ABD30943.1	187	Conserved hypothetical protein.
93061.SAOUHSC_01879	rot	133	Virulence factor regulator protein; Global regulator with both positive and negative effects that mediates modulation of several genes involved in virulence. Negatively regulates the transcription of several known virulence factors such as lipase (geh), hemolysins (hla and hlb) and proteases (splA through splF, sspB and sspC). Positively regulates the expression of sarS and other genes including those encoding cell surface adhesins (clfB, sdrC and spa). Also, modulates the expression of genes not previously implicated in pathogenesis.
93061.SAOUHSC_01880	ABD30945.1	74	Conserved hypothetical protein.
93061.SAOUHSC_01881	ABD30946.1	163	Conserved hypothetical protein.
93061.SAOUHSC_01882	ABD30947.1	275	Conserved hypothetical protein.
93061.SAOUHSC_01883	ABD30948.1	39	Conserved hypothetical protein.
